,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population,State,Literacy Rate,normalized_literacy
1417,Randolph,Randolph,Randolph County,17157,IL,Illinois,38.0521,-89.8252,30632,Illinois,79.6,0.5056818181818187
1418,Ottawa,Ottawa,Ottawa County,40115,OK,Oklahoma,36.8355,-94.8104,30568,Oklahoma,79.9,0.4886363636363634
1419,Trempealeau,Trempealeau,Trempealeau County,55121,WI,Wisconsin,44.304,-91.3585,30504,Wisconsin,84.7,0.21590909090909083
1420,Boyle,Boyle,Boyle County,21021,KY,Kentucky,37.6244,-84.8668,30469,Kentucky,78.1,0.5909090909090915
1421,Jefferson,Jefferson,Jefferson County,16051,ID,Idaho,43.8201,-112.3113,30427,Idaho,83.6,0.2784090909090913
1422,Caledonia,Caledonia,Caledonia County,50005,VT,Vermont,44.4647,-72.1022,30402,Vermont,87.2,0.07386363636363624
1423,Knox,Knox,Knox County,21121,KY,Kentucky,36.8906,-83.854,30367,Kentucky,78.1,0.5909090909090915
1424,Mecklenburg,Mecklenburg,Mecklenburg County,51117,VA,Virginia,36.6804,-78.3627,30347,Virginia,81.2,0.4147727272727273
1425,Giles,Giles,Giles County,47055,TN,Tennessee,35.2021,-87.0348,30197,Tennessee,78.3,0.5795454545454549
1426,Austin,Austin,Austin County,48015,TX,Texas,29.887,-96.2779,30132,Texas,71.8,0.9488636363636368
1427,Wayne,Wayne,Wayne County,13305,GA,Georgia,31.5515,-81.9168,30118,Georgia,76.4,0.6874999999999999
1428,Bladen,Bladen,Bladen County,37017,NC,North Carolina,34.6146,-78.5637,30105,North Carolina,78.7,0.5568181818181819
1429,McPherson,McPherson,McPherson County,20113,KS,Kansas,38.3917,-97.648,30059,Kansas,83.1,0.3068181818181822
1430,Powhatan,Powhatan,Powhatan County,51145,VA,Virginia,37.5502,-77.9152,29979,Virginia,81.2,0.4147727272727273
1431,Smyth,Smyth,Smyth County,51173,VA,Virginia,36.8438,-81.537,29960,Virginia,81.2,0.4147727272727273
1432,Schoharie,Schoharie,Schoharie County,36095,NY,New York,42.5882,-74.4421,29936,New York,75.6,0.7329545454545461
1433,Adams,Adams,Adams County,28001,MS,Mississippi,31.4829,-91.3535,29927,Mississippi,72.0,0.9375000000000003
1434,Cass,Cass,Cass County,27021,MN,Minnesota,46.9496,-94.3254,29917,Minnesota,86.9,0.0909090909090906
1435,Madison,Madison,Madison County,13195,GA,Georgia,34.1278,-83.209,29906,Georgia,76.4,0.6874999999999999
1436,Meade,Meade,Meade County,21163,KY,Kentucky,37.9697,-86.217,29735,Kentucky,78.1,0.5909090909090915
1437,Door,Door,Door County,55029,WI,Wisconsin,44.9473,-87.3135,29713,Wisconsin,84.7,0.21590909090909083
1438,Sumter,Sumter,Sumter County,13261,GA,Georgia,32.0399,-84.197,29690,Georgia,76.4,0.6874999999999999
1439,Haralson,Haralson,Haralson County,13143,GA,Georgia,33.7942,-85.211,29685,Georgia,76.4,0.6874999999999999
1440,Park,Park,Park County,56029,WY,Wyoming,44.5205,-109.5879,29664,Wyoming,86.4,0.11931818181818155
1441,Marion,Marion,Marion County,45067,SC,South Carolina,34.0801,-79.3625,29585,South Carolina,77.6,0.6193181818181823
1442,Meade,Meade,Meade County,46093,SD,South Dakota,44.5668,-102.7169,29561,South Dakota,85.1,0.19318181818181857
1443,Franklin,Franklin,Franklin County,23007,ME,Maine,44.974,-70.444,29487,Maine,86.6,0.10795454545454586
1444,Marion,Marion,Marion County,1093,AL,Alabama,34.1366,-87.8871,29392,Alabama,76.1,0.704545454545455
1445,Gallia,Gallia,Gallia County,39053,OH,Ohio,38.8247,-82.3169,29369,Ohio,82.3,0.3522727272727275
1446,Orange,Orange,Orange County,50017,VT,Vermont,44.0056,-72.3768,29286,Vermont,87.2,0.07386363636363624
1447,Hancock,Hancock,Hancock County,54029,WV,West Virginia,40.5219,-80.5739,29223,West Virginia,79.1,0.5340909090909096
1448,Neshoba,Neshoba,Neshoba County,28099,MS,Mississippi,32.7535,-89.1176,29153,Mississippi,72.0,0.9375000000000003
1449,Carroll,Carroll,Carroll County,51035,VA,Virginia,36.7316,-80.7339,29123,Virginia,81.2,0.4147727272727273
1450,Mason,Mason,Mason County,26105,MI,Michigan,43.9952,-86.25,29103,Michigan,82.4,0.34659090909090884
1451,Decatur,Decatur,Decatur County,13087,GA,Georgia,30.8783,-84.579,29020,Georgia,76.4,0.6874999999999999
1452,Pine,Pine,Pine County,27115,MN,Minnesota,46.1208,-92.7413,28997,Minnesota,86.9,0.0909090909090906
1453,Garrett,Garrett,Garrett County,24023,MD,Maryland,39.5289,-79.2729,28955,Maryland,80.0,0.48295454545454564
1454,Ripley,Ripley,Ripley County,18137,IN,Indiana,39.1035,-85.2624,28953,Indiana,81.3,0.4090909090909094
1455,Alpena,Alpena,Alpena County,26007,MI,Michigan,45.0348,-83.6277,28913,Michigan,82.4,0.34659090909090884
1456,Fayette,Fayette,Fayette County,39047,OH,Ohio,39.5599,-83.4561,28897,Ohio,82.3,0.3522727272727275
1457,Ellis,Ellis,Ellis County,20051,KS,Kansas,38.9147,-99.3173,28893,Kansas,83.1,0.3068181818181822
1458,Grimes,Grimes,Grimes County,48185,TX,Texas,30.5435,-95.9855,28878,Texas,71.8,0.9488636363636368
1459,Morgan,Morgan,Morgan County,8087,CO,Colorado,40.2626,-103.8097,28868,Colorado,83.4,0.28977272727272707
1460,Stoddard,Stoddard,Stoddard County,29207,MO,Missouri,36.8556,-89.9443,28812,Missouri,81.1,0.42045454545454586
1461,Van Wert,Van Wert,Van Wert County,39161,OH,Ohio,40.8554,-84.5861,28808,Ohio,82.3,0.3522727272727275
1462,Cass,Cass,Cass County,48067,TX,Texas,33.0775,-94.3435,28692,Texas,71.8,0.9488636363636368
1463,Marion,Marion,Marion County,47115,TN,Tennessee,35.1293,-85.622,28679,Tennessee,78.3,0.5795454545454549
1464,Glenn,Glenn,Glenn County,6021,CA,California,39.5981,-122.3919,28675,California,71.6,0.9602272727272734
1465,Dunklin,Dunklin,Dunklin County,29069,MO,Missouri,36.2721,-90.0909,28592,Missouri,81.1,0.42045454545454586
1466,Le Sueur,Le Sueur,Le Sueur County,27079,MN,Minnesota,44.3714,-93.7301,28567,Minnesota,86.9,0.0909090909090906
1467,Marion,Marion,Marion County,29127,MO,Missouri,39.8059,-91.6224,28564,Missouri,81.1,0.42045454545454586
1468,Custer,Custer,Custer County,40039,OK,Oklahoma,35.6388,-99.0015,28564,Oklahoma,79.9,0.4886363636363634
1469,Leflore,Leflore,Leflore County,28083,MS,Mississippi,33.5505,-90.3011,28555,Mississippi,72.0,0.9375000000000003
1470,Dillon,Dillon,Dillon County,45033,SC,South Carolina,34.3915,-79.3789,28527,South Carolina,77.6,0.6193181818181823
1471,Cherokee,Cherokee,Cherokee County,37039,NC,North Carolina,35.1339,-84.0635,28515,North Carolina,78.7,0.5568181818181819
1472,Montgomery,Montgomery,Montgomery County,17135,IL,Illinois,39.231,-89.4789,28482,Illinois,79.6,0.5056818181818187
1473,Sanpete,Sanpete,Sanpete County,49039,UT,Utah,39.3739,-111.5763,28458,Utah,85.5,0.17045454545454553
1474,Copiah,Copiah,Copiah County,28029,MS,Mississippi,31.8693,-90.4488,28453,Mississippi,72.0,0.9375000000000003
1475,Perry,Perry,Perry County,21193,KY,Kentucky,37.2443,-83.2215,28421,Kentucky,78.1,0.5909090909090915
1476,Elmore,Elmore,Elmore County,16039,ID,Idaho,43.354,-115.4693,28396,Idaho,83.6,0.2784090909090913
1477,Lincoln,Lincoln,Lincoln County,55069,WI,Wisconsin,45.3374,-89.7346,28378,Wisconsin,84.7,0.21590909090909083
1478,Carroll,Carroll,Carroll County,47017,TN,Tennessee,35.9732,-88.4503,28370,Tennessee,78.3,0.5795454545454549
1479,Jasper,Jasper,Jasper County,45053,SC,South Carolina,32.4374,-81.0317,28363,South Carolina,77.6,0.6193181818181823
1480,Wythe,Wythe,Wythe County,51197,VA,Virginia,36.9171,-81.0787,28347,Virginia,81.2,0.4147727272727273
1481,Palo Pinto,Palo Pinto,Palo Pinto County,48363,TX,Texas,32.7532,-98.313,28303,Texas,71.8,0.9488636363636368
1482,Jones,Jones,Jones County,13169,GA,Georgia,33.0251,-83.5605,28297,Georgia,76.4,0.6874999999999999
1483,Codington,Codington,Codington County,46029,SD,South Dakota,44.9779,-97.1886,28289,South Dakota,85.1,0.19318181818181857
1484,Logan,Logan,Logan County,17107,IL,Illinois,40.1245,-89.3675,28238,Illinois,79.6,0.5056818181818187
1485,Winchester,Winchester,Winchester City,51840,VA,Virginia,39.1735,-78.1746,28194,Virginia,81.2,0.4147727272727273
1486,Hocking,Hocking,Hocking County,39073,OH,Ohio,39.4971,-82.4792,28180,Ohio,82.3,0.3522727272727275
1487,Grant,Grant,Grant County,35017,NM,New Mexico,32.7389,-108.3824,28178,New Mexico,70.9,1.0
1488,Carroll,Carroll,Carroll County,5015,AR,Arkansas,36.341,-93.5382,28154,Arkansas,76.9,0.659090909090909
1489,Randolph,Randolph,Randolph County,54083,WV,West Virginia,38.7747,-79.8758,28150,West Virginia,79.1,0.5340909090909096
1490,Tate,Tate,Tate County,28137,MS,Mississippi,34.6503,-89.9448,28123,Mississippi,72.0,0.9375000000000003
1491,Wells,Wells,Wells County,18179,IN,Indiana,40.7292,-85.2212,28103,Indiana,81.3,0.4090909090909094
1492,Montgomery,Montgomery,Montgomery County,21173,KY,Kentucky,38.0335,-83.9131,28084,Kentucky,78.1,0.5909090909090915
1493,Scott,Scott,Scott County,28123,MS,Mississippi,32.4064,-89.5376,28062,Mississippi,72.0,0.9375000000000003
1494,Dinwiddie,Dinwiddie,Dinwiddie County,51053,VA,Virginia,37.0759,-77.6323,28040,Virginia,81.2,0.4147727272727273
1495,Fredericksburg,Fredericksburg,Fredericksburg City,51630,VA,Virginia,38.2992,-77.4872,28027,Virginia,81.2,0.4147727272727273
1496,Washington,Washington,Washington County,18175,IN,Indiana,38.6,-86.1053,28025,Indiana,81.3,0.4090909090909094
1497,Jackson,Jackson,Jackson County,54035,WV,West Virginia,38.8345,-81.6748,28011,West Virginia,79.1,0.5340909090909096
1498,Baker,Baker,Baker County,12003,FL,Florida,30.3311,-82.2846,28003,Florida,76.3,0.6931818181818186
1499,Bradford,Bradford,Bradford County,12007,FL,Florida,29.95,-82.1687,27928,Florida,76.3,0.6931818181818186
1500,Yazoo,Yazoo,Yazoo County,28163,MS,Mississippi,32.7803,-90.3965,27924,Mississippi,72.0,0.9375000000000003
1501,White,White,White County,13311,GA,Georgia,34.6464,-83.7471,27886,Georgia,76.4,0.6874999999999999
1502,Monroe,Monroe,Monroe County,13207,GA,Georgia,33.0139,-83.9187,27825,Georgia,76.4,0.6874999999999999
1503,Peach,Peach,Peach County,13225,GA,Georgia,32.5688,-83.8269,27822,Georgia,76.4,0.6874999999999999
1504,Henderson,Henderson,Henderson County,47077,TN,Tennessee,35.6542,-88.388,27800,Tennessee,78.3,0.5795454545454549
1505,Union,Union,Union County,28145,MS,Mississippi,34.4905,-89.0039,27775,Mississippi,72.0,0.9375000000000003
1506,McDonough,McDonough,McDonough County,17109,IL,Illinois,40.4562,-90.6779,27743,Illinois,79.6,0.5056818181818187
1507,Del Norte,Del Norte,Del Norte County,6015,CA,California,41.7431,-123.8972,27655,California,71.6,0.9602272727272734
1508,Jennings,Jennings,Jennings County,18079,IN,Indiana,38.9969,-85.628,27619,Indiana,81.3,0.4090909090909094
1509,Henry,Henry,Henry County,39069,OH,Ohio,41.3339,-84.0682,27618,Ohio,82.3,0.3522727272727275
1510,Currituck,Currituck,Currituck County,37053,NC,North Carolina,36.4031,-76.0059,27575,North Carolina,78.7,0.5568181818181819
1511,Adams,Adams,Adams County,39001,OH,Ohio,38.8455,-83.4721,27564,Ohio,82.3,0.3522727272727275
1512,Upson,Upson,Upson County,13293,GA,Georgia,32.8813,-84.2994,27424,Georgia,76.4,0.6874999999999999
1513,San Jacinto,San Jacinto,San Jacinto County,48407,TX,Texas,30.5795,-95.1669,27380,Texas,71.8,0.9488636363636368
1514,Iroquois,Iroquois,Iroquois County,17075,IL,Illinois,40.7473,-87.8243,27362,Illinois,79.6,0.5056818181818187
1515,San Miguel,San Miguel,San Miguel County,35047,NM,New Mexico,35.4805,-104.8158,27357,New Mexico,70.9,1.0
1516,Logan,Logan,Logan County,21141,KY,Kentucky,36.8597,-86.8789,27319,Kentucky,78.1,0.5909090909090915
1517,Orleans,Orleans,Orleans County,50019,VT,Vermont,44.829,-72.2436,27317,Vermont,87.2,0.07386363636363624
1518,Union,Union,Union County,45087,SC,South Carolina,34.6895,-81.6191,27306,South Carolina,77.6,0.6193181818181823
1519,Cibola,Cibola,Cibola County,35006,NM,New Mexico,34.9125,-107.9998,27284,New Mexico,70.9,1.0
1520,Pike,Pike,Pike County,39131,OH,Ohio,39.0773,-83.0668,27271,Ohio,82.3,0.3522727272727275
1521,Caddo,Caddo,Caddo County,40015,OK,Oklahoma,35.1744,-98.3751,27253,Oklahoma,79.9,0.4886363636363634
1522,White,White,White County,47185,TN,Tennessee,35.9264,-85.4552,27134,Tennessee,78.3,0.5795454545454549
1523,Tillamook,Tillamook,Tillamook County,41057,OR,Oregon,45.4637,-123.7127,27129,Oregon,83.2,0.30113636363636354
1524,Fluvanna,Fluvanna,Fluvanna County,51065,VA,Virginia,37.8419,-78.2773,27078,Virginia,81.2,0.4147727272727273
1525,West Baton Rouge,West Baton Rouge,West Baton Rouge Parish,22121,LA,Louisiana,30.4636,-91.3127,27064,Louisiana,72.9,0.8863636363636364
1526,Mineral,Mineral,Mineral County,54057,WV,West Virginia,39.4147,-78.9438,27045,West Virginia,79.1,0.5340909090909096
1527,Toombs,Toombs,Toombs County,13279,GA,Georgia,32.1216,-82.3312,26956,Georgia,76.4,0.6874999999999999
1528,Harlan,Harlan,Harlan County,21095,KY,Kentucky,36.8569,-83.218,26921,Kentucky,78.1,0.5909090909090915
1529,Marlboro,Marlboro,Marlboro County,45069,SC,South Carolina,34.602,-79.6786,26912,South Carolina,77.6,0.6193181818181823
1530,Carroll,Carroll,Carroll County,39019,OH,Ohio,40.5796,-81.0897,26866,Ohio,82.3,0.3522727272727275
1531,Carter,Carter,Carter County,21043,KY,Kentucky,38.3182,-83.0495,26820,Kentucky,78.1,0.5909090909090915
1532,De Soto,De Soto,De Soto Parish,22031,LA,Louisiana,32.0554,-93.7373,26803,Louisiana,72.9,0.8863636363636364
1533,Woodford,Woodford,Woodford County,21239,KY,Kentucky,38.0424,-84.7436,26758,Kentucky,78.1,0.5909090909090915
1534,Gillespie,Gillespie,Gillespie County,48171,TX,Texas,30.3181,-98.9465,26730,Texas,71.8,0.9488636363636368
1535,Hardin,Hardin,Hardin County,47071,TN,Tennessee,35.1987,-88.1845,26722,Tennessee,78.3,0.5795454545454549
1536,Boone,Boone,Boone County,19015,IA,Iowa,42.0365,-93.9316,26721,Iowa,85.1,0.19318181818181857
1537,Lewis,Lewis,Lewis County,36049,NY,New York,43.7851,-75.4486,26681,New York,75.6,0.7329545454545461
1538,Stephens,Stephens,Stephens County,13257,GA,Georgia,34.554,-83.2932,26641,Georgia,76.4,0.6874999999999999
1539,Geneva,Geneva,Geneva County,1061,AL,Alabama,31.095,-85.8391,26604,Alabama,76.1,0.704545454545455
1540,Wasco,Wasco,Wasco County,41065,OR,Oregon,45.16,-121.1679,26603,Oregon,83.2,0.30113636363636354
1541,Ashe,Ashe,Ashe County,37009,NC,North Carolina,36.4341,-81.5003,26598,North Carolina,78.7,0.5568181818181819
1542,King George,King George,King George County,51099,VA,Virginia,38.2733,-77.1572,26597,Virginia,81.2,0.4147727272727273
1543,Juneau,Juneau,Juneau County,55057,WI,Wisconsin,43.9246,-90.1138,26595,Wisconsin,84.7,0.21590909090909083
1544,Oceana,Oceana,Oceana County,26127,MI,Michigan,43.6409,-86.2676,26555,Michigan,82.4,0.34659090909090884
1545,Cass,Cass,Cass County,31025,NE,Nebraska,40.9097,-96.1409,26546,Nebraska,83.6,0.2784090909090913
1546,Decatur,Decatur,Decatur County,18031,IN,Indiana,39.307,-85.5011,26466,Indiana,81.3,0.4090909090909094
1547,Clay,Clay,Clay County,18021,IN,Indiana,39.3928,-87.1158,26397,Indiana,81.3,0.4090909090909094
1548,Mille Lacs,Mille Lacs,Mille Lacs County,27095,MN,Minnesota,45.938,-93.6301,26397,Minnesota,86.9,0.0909090909090906
1549,Wyoming,Wyoming,Wyoming County,42131,PA,Pennsylvania,41.5184,-76.0164,26389,Pennsylvania,81.9,0.3749999999999998
1550,Grayson,Grayson,Grayson County,21085,KY,Kentucky,37.4608,-86.3439,26351,Kentucky,78.1,0.5909090909090915
1551,Sunflower,Sunflower,Sunflower County,28133,MS,Mississippi,33.6023,-90.5886,26295,Mississippi,72.0,0.9375000000000003
1552,Union,Union,Union County,41061,OR,Oregon,45.3102,-118.0088,26255,Oregon,83.2,0.30113636363636354
1553,Dawson,Dawson,Dawson County,13085,GA,Georgia,34.4443,-84.1706,26202,Georgia,76.4,0.6874999999999999
1554,Charlevoix,Charlevoix,Charlevoix County,26029,MI,Michigan,45.3014,-85.1259,26109,Michigan,82.4,0.34659090909090884
1555,Grady,Grady,Grady County,13131,GA,Georgia,30.8747,-84.2345,26076,Georgia,76.4,0.6874999999999999
1556,Simpson,Simpson,Simpson County,28127,MS,Mississippi,31.9132,-89.9195,26064,Mississippi,72.0,0.9375000000000003
1557,Dickinson,Dickinson,Dickinson County,26043,MI,Michigan,46.0092,-87.8703,25954,Michigan,82.4,0.34659090909090884
1558,Franklin,Franklin,Franklin County,20059,KS,Kansas,38.5645,-95.2859,25953,Kansas,83.1,0.3068181818181822
1559,Garvin,Garvin,Garvin County,40049,OK,Oklahoma,34.7046,-97.3093,25949,Oklahoma,79.9,0.4886363636363634
1560,Taylor,Taylor,Taylor County,21217,KY,Kentucky,37.3665,-85.3279,25948,Kentucky,78.1,0.5909090909090915
1561,Edgefield,Edgefield,Edgefield County,45037,SC,South Carolina,33.7722,-81.9664,25938,South Carolina,77.6,0.6193181818181823
1562,Russell,Russell,Russell County,51167,VA,Virginia,36.9339,-82.0954,25932,Virginia,81.2,0.4147727272727273
1563,Lamoille,Lamoille,Lamoille County,50015,VT,Vermont,44.607,-72.6419,25920,Vermont,87.2,0.07386363636363624
1564,Montezuma,Montezuma,Montezuma County,8083,CO,Colorado,37.3386,-108.5966,25916,Colorado,83.4,0.28977272727272707
1565,McNairy,McNairy,McNairy County,47109,TN,Tennessee,35.1755,-88.5636,25916,Tennessee,78.3,0.5795454545454549
1566,Elbert,Elbert,Elbert County,8039,CO,Colorado,39.2866,-104.1359,25897,Colorado,83.4,0.28977272727272707
1567,Brown,Brown,Brown County,27015,MN,Minnesota,44.2421,-94.7276,25894,Minnesota,86.9,0.0909090909090906
1568,Montgomery,Montgomery,Montgomery County,37123,NC,North Carolina,35.3325,-79.9055,25891,North Carolina,78.7,0.5568181818181819
1569,Johnson,Johnson,Johnson County,5071,AR,Arkansas,35.5697,-93.4601,25853,Arkansas,76.9,0.659090909090909
1570,Morehouse,Morehouse,Morehouse Parish,22067,LA,Louisiana,32.8202,-91.8018,25852,Louisiana,72.9,0.8863636363636364
1571,Hart,Hart,Hart County,13147,GA,Georgia,34.3509,-82.9642,25808,Georgia,76.4,0.6874999999999999
1572,Barton,Barton,Barton County,20009,KS,Kansas,38.479,-98.7565,25708,Kansas,83.1,0.3068181818181822
1573,Lawrence,Lawrence,Lawrence County,46081,SD,South Dakota,44.3586,-103.7923,25687,South Dakota,85.1,0.19318181818181857
1574,Mason,Mason,Mason County,54053,WV,West Virginia,38.7697,-82.0266,25667,West Virginia,79.1,0.5340909090909096
1575,Benton,Benton,Benton County,19011,IA,Iowa,42.0802,-92.0657,25654,Iowa,85.1,0.19318181818181857
1576,Cheboygan,Cheboygan,Cheboygan County,26031,MI,Michigan,45.4463,-84.4999,25654,Michigan,82.4,0.34659090909090884
1577,Hardee,Hardee,Hardee County,12049,FL,Florida,27.4927,-81.81,25632,Florida,76.3,0.6931818181818186
1578,Hardeman,Hardeman,Hardeman County,47069,TN,Tennessee,35.2068,-88.9931,25612,Tennessee,78.3,0.5795454545454549
1579,Plymouth,Plymouth,Plymouth County,19149,IA,Iowa,42.7378,-96.2141,25543,Iowa,85.1,0.19318181818181857
1580,Lyon,Lyon,Lyon County,27083,MN,Minnesota,44.4135,-95.839,25477,Minnesota,86.9,0.0909090909090906
1581,Lauderdale,Lauderdale,Lauderdale County,47097,TN,Tennessee,35.7605,-89.6305,25406,Tennessee,78.3,0.5795454545454549
1582,Staunton,Staunton,Staunton City,51790,VA,Virginia,38.1593,-79.0611,25358,Virginia,81.2,0.4147727272727273
1583,Gladwin,Gladwin,Gladwin County,26051,MI,Michigan,43.9907,-84.3883,25344,Michigan,82.4,0.34659090909090884
1584,Adair,Adair,Adair County,29001,MO,Missouri,40.1906,-92.6007,25339,Missouri,81.1,0.42045454545454586
1585,Salem,Salem,Salem City,51775,VA,Virginia,37.2864,-80.0554,25335,Virginia,81.2,0.4147727272727273
1586,Posey,Posey,Posey County,18129,IN,Indiana,38.0218,-87.8685,25301,Indiana,81.3,0.4090909090909094
1587,Luna,Luna,Luna County,35029,NM,New Mexico,32.1822,-107.7498,25282,New Mexico,70.9,1.0
1588,Iosco,Iosco,Iosco County,26069,MI,Michigan,44.3559,-83.6359,25262,Michigan,82.4,0.34659090909090884
1589,Barbour,Barbour,Barbour County,1005,AL,Alabama,31.8696,-85.3932,25259,Alabama,76.1,0.704545454545455
1590,Audrain,Audrain,Audrain County,29007,MO,Missouri,39.2157,-91.8416,25223,Missouri,81.1,0.42045454545454586
1591,Fannin,Fannin,Fannin County,13111,GA,Georgia,34.8641,-84.3198,25198,Georgia,76.4,0.6874999999999999
1592,Todd,Todd,Todd County,27153,MN,Minnesota,46.0706,-94.8976,25121,Minnesota,86.9,0.0909090909090906
1593,Pottawatomie,Pottawatomie,Pottawatomie County,20149,KS,Kansas,39.379,-96.3424,25082,Kansas,83.1,0.3068181818181822
1594,Churchill,Churchill,Churchill County,32001,NV,Nevada,39.5809,-118.3358,25077,Nevada,74.7,0.7840909090909092
1595,Prentiss,Prentiss,Prentiss County,28117,MS,Mississippi,34.6183,-88.5201,25022,Mississippi,72.0,0.9375000000000003
1596,Otsego,Otsego,Otsego County,26137,MI,Michigan,45.0214,-84.599,25016,Michigan,82.4,0.34659090909090884
1597,Cherokee,Cherokee,Cherokee County,1019,AL,Alabama,34.1759,-85.6038,24975,Alabama,76.1,0.704545454545455
1598,Jackson,Jackson,Jackson County,40065,OK,Oklahoma,34.588,-99.4148,24960,Oklahoma,79.9,0.4886363636363634
1599,Macon,Macon,Macon County,47111,TN,Tennessee,36.532,-86.0073,24954,Tennessee,78.3,0.5795454545454549
1600,Butts,Butts,Butts County,13035,GA,Georgia,33.2879,-83.9572,24950,Georgia,76.4,0.6874999999999999
1601,Manistee,Manistee,Manistee County,26101,MI,Michigan,44.333,-86.0568,24939,Michigan,82.4,0.34659090909090884
1602,Payette,Payette,Payette County,16075,ID,Idaho,44.0068,-116.7608,24928,Idaho,83.6,0.2784090909090913
1603,Uvalde,Uvalde,Uvalde County,48463,TX,Texas,29.3573,-99.7622,24918,Texas,71.8,0.9488636363636368
1604,Grant,Grant,Grant County,21081,KY,Kentucky,38.6488,-84.6246,24918,Kentucky,78.1,0.5909090909090915
1605,Washington,Washington,Washington County,12133,FL,Florida,30.6106,-85.6653,24906,Florida,76.3,0.6931818181818186
1606,Routt,Routt,Routt County,8107,CO,Colorado,40.4851,-106.9913,24899,Colorado,83.4,0.28977272727272707
1607,Chattooga,Chattooga,Chattooga County,13055,GA,Georgia,34.475,-85.3453,24898,Georgia,76.4,0.6874999999999999
1608,Milam,Milam,Milam County,48331,TX,Texas,30.7863,-96.9768,24895,Texas,71.8,0.9488636363636368
1609,Randolph,Randolph,Randolph County,29175,MO,Missouri,39.4401,-92.4971,24880,Missouri,81.1,0.42045454545454586
1610,Texas,Texas,Texas County,29215,MO,Missouri,37.3173,-91.9651,24866,Missouri,81.1,0.42045454545454586
1611,Bremer,Bremer,Bremer County,19017,IA,Iowa,42.7746,-92.3181,24863,Iowa,85.1,0.19318181818181857
1612,Hickman,Hickman,Hickman County,47081,TN,Tennessee,35.8032,-87.4733,24848,Tennessee,78.3,0.5795454545454549
1613,Cleburne,Cleburne,Cleburne County,5023,AR,Arkansas,35.5382,-92.0267,24848,Arkansas,76.9,0.659090909090909
1614,Somerset,Somerset,Somerset County,24039,MD,Maryland,38.1158,-75.7518,24834,Maryland,80.0,0.48295454545454564
1615,Yates,Yates,Yates County,36123,NY,New York,42.6335,-77.1055,24808,New York,75.6,0.7329545454545461
1616,Nicholas,Nicholas,Nicholas County,54067,WV,West Virginia,38.2917,-80.7993,24770,West Virginia,79.1,0.5340909090909096
1617,Randolph,Randolph,Randolph County,18135,IN,Indiana,40.1576,-85.0114,24681,Indiana,81.3,0.4090909090909094
1618,Bell,Bell,Bell County,21013,KY,Kentucky,36.7306,-83.6741,24674,Kentucky,78.1,0.5909090909090915
1619,Rowan,Rowan,Rowan County,21205,KY,Kentucky,38.1963,-83.4211,24654,Kentucky,78.1,0.5909090909090915
1620,Miller,Miller,Miller County,29131,MO,Missouri,38.2145,-92.4284,24643,Missouri,81.1,0.42045454545454586
1621,Marion,Marion,Marion County,28091,MS,Mississippi,31.2309,-89.8224,24609,Mississippi,72.0,0.9375000000000003
1622,Teller,Teller,Teller County,8119,CO,Colorado,38.8824,-105.1617,24607,Colorado,83.4,0.28977272727272707
1623,White,White,White County,18181,IN,Indiana,40.7498,-86.8655,24593,Indiana,81.3,0.4090909090909094
1624,Waushara,Waushara,Waushara County,55137,WI,Wisconsin,44.1131,-89.2429,24527,Wisconsin,84.7,0.21590909090909083
1625,Cassia,Cassia,Cassia County,16031,ID,Idaho,42.2839,-113.6001,24469,Idaho,83.6,0.2784090909090913
1626,Fayette,Fayette,Fayette County,48149,TX,Texas,29.8768,-96.9198,24445,Texas,71.8,0.9488636363636368
1627,Abbeville,Abbeville,Abbeville County,45001,SC,South Carolina,34.2226,-82.4593,24374,South Carolina,77.6,0.6193181818181823
1628,Lincoln,Lincoln,Lincoln County,21137,KY,Kentucky,37.4554,-84.6608,24314,Kentucky,78.1,0.5909090909090915
1629,Goochland,Goochland,Goochland County,51075,VA,Virginia,37.7221,-77.9158,24300,Virginia,81.2,0.4147727272727273
1630,Crook,Crook,Crook County,41013,OR,Oregon,44.1422,-120.3566,24300,Oregon,83.2,0.30113636363636354
1631,Scott,Scott,Scott County,18143,IN,Indiana,38.6851,-85.7475,24290,Indiana,81.3,0.4090909090909094
1632,George,George,George County,28039,MS,Mississippi,30.8626,-88.644,24260,Mississippi,72.0,0.9375000000000003
1633,Shelby,Shelby,Shelby County,48419,TX,Texas,31.7924,-94.145,24254,Texas,71.8,0.9488636363636368
1634,Jefferson,Jefferson,Jefferson County,41031,OR,Oregon,44.6294,-121.176,24232,Oregon,83.2,0.30113636363636354
1635,Burke,Burke,Burke County,13033,GA,Georgia,33.0611,-82.0007,24231,Georgia,76.4,0.6874999999999999
1636,Union,Union,Union County,13291,GA,Georgia,34.8341,-83.9907,24183,Georgia,76.4,0.6874999999999999
1637,Aransas,Aransas,Aransas County,48007,TX,Texas,28.1249,-96.9934,24149,Texas,71.8,0.9488636363636368
1638,Jerome,Jerome,Jerome County,16053,ID,Idaho,42.6899,-114.2639,24081,Idaho,83.6,0.2784090909090913
1639,Dawson,Dawson,Dawson County,31047,NE,Nebraska,40.8699,-99.8196,24031,Nebraska,83.6,0.2784090909090913
1640,Fairfax,Fairfax,Fairfax City,51600,VA,Virginia,38.8531,-77.2998,23980,Virginia,81.2,0.4147727272727273
